id,name,description,category,Immnity,Robustness,Focus,Vitality,Poise,weight
17f698f1219l0i0pi4a55qcqe1rcw3,Consort's Trousers,"Fine white trousers, perfectly suited for wearing beneath a silk robe.",Leg Armor,29,15,41,39,1,2.5
17f69bd8054l0i0nkxr3clw4f1za97,Corhyn's Robe,"Robe of Corhyn the cleric. Even after exile, Corhyn refused to recant his prophecies. And for this, he was blessed with the guidance of grace. Since then, the cart wheel draped on his neck has served as a reminder. That true guidance awaits those with iron wills. Those with unwavering faith.",Chest Armor,46,24,0,76,0,6.3
17f69821e3al0i0osnhpfh1en4fhtm,Crimson Hood,A hooded cloak of vivid crimson.  Worn by expatriates royalty.  Increases vigor.,Helm,16,9,27,29,0,1.7
17f695f6021l0i0osqh6be3w8uqx7o,Crimson Tear Scarab,Red scarab worn directly on the head. The red scarabs roll clumps of crimson tears during their labors.,Helm,42,22,27,26,2,5.1
17f69c07710l0i0nkbcxuu9u5cmd9,Crucible Axe Armor,"Armor of the Crucible Knights who served Godfrey, the first Elden Lord. Worn by the knight Ordovis and his men. Holds the power of the crucible of life, the primordial form of the Erdtree. Strengthens Aspects of the Crucible incantations.",Chest Armor,40,71,35,35,27,15.5
17f6977b703l0i0nlg5t37m2ncrcgg,Crucible Axe Armor (altered),Lighter version of the Crucible Axe Armor,Chest Armor,42,61,0,29,0,14.9
17f6942b378l0i0osl39wglen5m7i9,Crucible Axe Helm,"Helm of the Crucible Knights who served Godfrey, the first Elden Lord. The axe ornamentation is the knight Ordovis's mark, displayed also by his men. Holds the power of the crucible of life, the primordial form of the Erdtree. Strengthens Aspects of the Crucible incantations.",Helm,22,31,15,15,9,6.6
17f699674a7l0i0o9cphpbh7jo0gv7,Crucible Gauntlets,"Gauntlets of the Crucible Knights who served Godfrey, the first Elden Lord. Hold the power of the crucible of life, the primordial form of the Erdtree. Strengthen Aspects of the Crucible incantations. In time, the strength shown by these knights, and even their appearance, was seen as chaotic and deserving of scorn.",Gauntlets,17,24,12,12,6,5.2
17f69549e50l0i0pi11yunxsy375d,Crucible Greaves,"Greaves of the Crucible Knights who served Godfrey, the first Elden Lord. Hold the power of the crucible of life, the primordial form of the Erdtree. Strengthen Aspects of the Crucible incantations. In time, the strength shown by these knights, and even their appearance, was seen as chaotic and deserving of scorn.",Leg Armor,31,44,22,22,16,9.6
17f694aeec6l0i0nlb2yczejblw3fs,Crucible Tree Armor,"Armor of the Crucible Knights who served Godfrey, the first Elden Lord. Worn by the knight Siluria and her men. Holds the power of the crucible of life, the primordial form of the Erdtree. Strengthens Aspects of the Crucible incantations.",Chest Armor,50,71,35,35,27,15.5
17f6962d71bl0i0nlgnf87vzelcqvb,Crucible Tree Armor (altered),Lighter version of the Crucible Tree Armor,Chest Armor,42,61,0,29,0,14.9
17f6974f196l0i0ossd4lgj2ejtdo8,Crucible Tree Helm,"Helm of the Crucible Knights who served Godfrey, the first Elden Lord. The great tree ornamentation is the knight Siluria's mark, displayed also by her men. Holds the power of the crucible of life, the primordial form of the Erdtree. Strengthens Aspects of the Crucible incantations.",Helm,22,31,15,15,9,6.6
17f69ad695cl0i0nlk7zosw17m45i,Cuckoo Knight Armor,Armor worn by Raya Lucaria Academy knights.,Chest Armor,32,57,24,24,19,11.8
17f69924cd5l0i0nlqxpvm0jwhqpqq,Cuckoo Knight Armor (altered),Lighter version of the Cuckoo Knight Armor,Chest Armor,29,52,0,21,0,10.8
17f697642d0l0i0o98xc24ahp9u15s,Cuckoo Knight Gauntlets,Gauntlets worn by Raya Lucaria Academy knights. Time has yet to dull their luster.,Gauntlets,11,19,8,8,4,3.9
17f69aef4b1l0i0phzyvuy1qjp4oel,Cuckoo Knight Greaves,Greaves worn by Raya Lucaria Academy knights. Time has yet to dull their luster.,Leg Armor,20,35,0,15,0,7.3
17f69844223l0i0ou28cnmxfdjn7pc,Cuckoo Knight Helm,Helm worn by Raya Lucaria Academy knights. Its brow is adorned with a single cuckoo's feather.,Helm,14,24,10,10,6,5.1
17f696e2a6el0i0nlhjp412cuyw1b,Cuckoo Surcoat,"Armor worn by Raya Lucaria Academy soldiers. The surcoat depicts twinned cuckoos peering into a flourishing mass of glintstone. To a glintstone sorcerer, the body is a transient thing. The Cuckoo alone knows its insignificance, yet watches over it all the same.",Chest Armor,28,55,23,23,16,10.6
17f693e9142l0i0nlr04j56c87ebi7,Deathbed Dress,"Extremely thin and sheer white dress worn by the Deathbed Companion as she embraces the dead. Slowly replenishes the HP of nearby allies, but not that of the wearer. The touch of the fabric is exceedingly soft, so as not to harm even the most withered corpse, while still sharing her warmth.",Chest Armor,38,11,63,107,1,3.2
17f6946190el0i0pi558gumllwjgl3,Deathbed Smalls,"Skirt worn by Phia, the Deathbed Companion.",Leg Armor,24,7,0,66,0,2
17f69c157acl0i0o9atkpuufsohrii,Depraved Perfumer Gloves,Gloves worn by depraved perfumers.,Gauntlets,23,8,20,28,1,2
17f6968948fl0i0ou27cfw87kk5qq,Depraved Perfumer Headscarf,Headscarf worn by depraved perfumers.,Helm,28,10,25,34,1,2.1
17f69862df3l0i0nlxyv0dkfqf5tj,Depraved Perfumer Robe,Robe worn by depraved perfumers. The embroidery on the apron is itself a curse upon the Erdtree. These heresy-inclined perfumers imbibe their own spices to alter body and mind. Their slow descent into self-destruction is  what earned them their name.,Chest Armor,65,22,58,80,2,5
17f69909573l0i0nn85bvv7mliw69r,Depraved Perfumer Robe (altered),Lighter version of the Depraved Perfumer Robe,Chest Armor,63,18,0,63,0,4
17f6955c5eal0i0piah1du5rhvge9q,Depraved Perfumer Trousers,Trousers worn by depraved perfumers.,Leg Armor,46,15,40,58,2,4.3
17f6964162al0i0ou0qpop2bf6vzth,Diallos's Mask,"Replica of a twin-tailed silver helm with flowery adornments. Only, without the twin tails.",Helm,15,23,10,10,5,4.6
17f699fe52el0i0nne4l5nr3ut897n,Dirty Chainmail,Chainmail worn by young Albinaurics. The appearance of a protruding belly provides no benefits worthy of note.,Chest Armor,25,50,0,21,0,8.8
17f696d7404l0i0nn7va4d6abbcotb,Drake Knight Armor,Black iron armor worn by drake knights. Features the spoils of a dragon catch as an emblem of pride as both dragon hunter and partake of communion. The cape is crafted with dragon wing membrane.,Chest Armor,25,46,0,21,0,9.2
17f699b9043l0i0nn83d0h57urk7fk,Drake Knight Armor (altered),Lighter version of the Drake Knight Armor,Chest Armor,21,34,0,10,0,8.3
17f693ad5d9l0i0o9cknym209rdqu,Drake Knight Gauntlets,"Black iron gauntlets worn by drake knights. Features the spoils of a dragon catch as an emblem of pride as both dragon hunter and partaker of communion. From birth, drake knights speak not a word. They spend their lives pursuing the strength of dragons, for its sublime beauty and inspiration of awe",Gauntlets,8,15,0,7,0,3.1
17f698f9c24l0i0pi3v7okod63kwvu,Drake Knight Greaves,Greaves wrapped in thick leather. Garb worn by warriors of the frigid uplands. Has a fur lining which excels at keeping the cold at bay.,Leg Armor,16,29,0,13,0,5.7
17f699cce1al0i0ouctgvb37626x24,Drake Knight Helm,"Black iron helm worn by drake knights. Features the spoils of a dragon catch as an emblem of pride as both dragon hunter and partaker of communion. From birth, drake knights speak not a word. They spend their lives pursuing the strength of dragons, for its sublime beauty and inspiration of awe",Helm,11,20,0,9,0,4
17f696a1925l0i0ou20hihbpko4bm6,Drake Knight Helm (altered),Lighter version of the Drake Knight Helm.,Helm,9,16,0,7,0,3.6
17f69c55725l0i0pi6oba1dev4bbv9,Duelist Greaves,"Greaves encircles by bronze snakes. Worn by gladiators who were driven from the colosseum. The wearer becomes a slightly easier target for foes. The snake is viewed as a traitor to the Erdtree, and the audience delighted in seeing these bronze effigies beaten and battered.",Leg Armor,29,31,0,15,0,7.3
17f69a11473l0i0ou9k3d7vcgx07cm,Duelist Helm,"Bronze helm decorated with innumerable snakes. Worn by gladiators who were driven from the colosseum. The wearer becomes a slightly easier target for foes. The snake is viewed as a traitor to the Erdtree, and the audience delighted in seeing these bronze effigies beaten and battered.",Helm,24,24,0,12,0,6.2
17f693c8f84l0i0nnir4iotp5rvfb3,Eccentric's Armor,"Unusually colorful armor. Worn by the knight Jerren. Jerren preferred a nomadic existence, but after spending time as guest of the Carian royals, he became a guest commander for General Radahn. And for the first time, the restless tumbleweed would be bound by honorable oath",Chest Armor,35,60,23,21,15,10.6
17f69b4f744l0i0pi68q3ihx2ageaq,Eccentric's Breeches,"The knight Jerren's breeches. Jerren preferred a nomadic existence, but after spending time as a guest of the Carian royals, he became the guest commander for General Radahn. And for the first time, the restless tumbleweed would be bound by honorable oath.",Leg Armor,15,31,7,7,6,5.1
17f697b6acal0i0oubruczgxdx9ikq,Eccentric's Hood,"A pointy, ragged hood. Worn by the knight Jerren. The hood hides an aged, bearded mask. Jerren served General Radahn as a guest commander, and they are said to have sworn an oath of honorable death to one another.",Helm,14,24,9,8,4,4
17f69c4cdd0l0i0oucw3g2vwat2x2,Eccentric's Hood (altered),Lighter version of the Eccentric's Hood,Helm,12,21,0,7,0,4
17f69564c64l0i0o9bzue4p82jaqx,Eccentric's Manchettes,"The knight Jerren's manchettes. Jerren preferred a nomadic existence, but after spending time as a guest of the Carian royals, he became the guest commander for General Radahn. And for the first time, the restless tumbleweed would be bound by honorable oath.",Gauntlets,8,18,6,4,3,2.9
17f693e09b8l0i0nndffutsb6b4e8k,Elden Lord Armor,"Armor of Godfrey the first Elden Lord. The age of the Erdtree began amongst conflict, when Godfrey was lord of the battlefield. He led the War against the Giants. Faced the Storm Lord, alone. And then, there came a moment. When his last worthy enemy fell. And it was then, as the story is told, that the hue of Lord Godfrey's eyes faded.",Chest Armor,32,55,18,21,14,9.2
17f6973b5c4l0i0nnb11yezcgr5rfzi,Elden Lord Armor (altered),Lighter version of the Elden Lord Armor,Chest Armor,22,45,0,16,0,8.4
17f699ef9dal0i0o9b5uipzj8nilf,Elden Lord Bracers,"Bracers of Godfrey the first Elden Lord. The age of the Erdtree began amongst conflict, when Godfrey was lord of the battlefield. He led the War against the Giants. Faced the Storm Lord, alone. And then, there came a moment. When his last worthy enemy fell. And it was then, as the story is told, that the hue of Lord Godfrey's eyes faded.",Gauntlets,11,18,6,7,3,3.1
17f697a43cfl0i0oud5840qodk7im8,Elden Lord Crown,"Crown of Godfrey, the first Elden Lord. The age of the Erdtree began amongst conflict, when Godfrey was lord of the battlefield. He led the War against the Giants. Faced the Storm Lord, alone. And then, there came a moment. When his last worthy enemy fell. And it was then, as the story is told, that the hue of Lord Godfrey's eyes faded.",Helm,11,20,0,5,3,3.6
17f699c49edl0i0pi88zl49rrgngf,Elden Lord Greaves,"Greaves of Godfrey, the first Elden Lord. The age of the Erdtree began amongst conflict, when Godfrey was lord of the battlefield. He led the War against the Giants. Faced the Storm Lord, alone. And then, there came a moment. When his last worthy enemy fell. And it was then, as the story is told, that the hue of Lord Godfrey's eyes faded.",Leg Armor,16,31,7,11,7,5.5
17f694d5b35l0i0ouyv7r9fhf6e5hg,Envoy Crown,"The soft bundle worn on the head by Oracle Envoys. Densely wrapped in several layers of cloth. Raises the potency of bubble-based skills. No one knows what the cloth hides, but some claim to have heard a faint whimpering from inside. It must have been their imagination.",Helm,27,15,0,46,0,3.8
17f6990e711l0i0nnhe1vsvmoy5cxi,Erdtree Surcoat,Armor worn by soldiers sworn to defend the royal capital of Leyndell. The surcoat bears a majestic likeness of the Erdtree. Its golden backing is an honor bestowed on no other soldiers.,Chest Armor,32,55,23,23,16,10.6
17f699ef203l0i0pis7tqxak4y1zve,Errant Sorcerer Boots,"Commonplace leather boots, sturdy enough to withstand a long journey.",Leg Armor,24,15,47,51,1,3.1
17f699ad810l0i0oaoz2ac2zvdty1n,Errant Sorcerer Manchettes,Commonplace leather manchettes. Their hands are inlaid with dulled glintstone.,Gauntlets,11,7,21,22,0,1.1
17f69798ccbl0i0nnfvcte1t2jfs1b,Errant Sorcerer Robe,"Commonplace robe made of thick cloth. Worn by the Errant Sorcerer Wilhelm, one of the first Tarnished to visit Roundtable Hold. A silent seeker of sorcery, who had gone so far as to make contact with the primeval current, Wilhelm was led by guidance into confrontation with his friend Vargram, and it is said that he was then taken prisoner in Roundtable Hold.",Chest Armor,35,23,67,71,2,4.1
17f69809c2cl0i0np1gybgyzscj0p,Errant Sorcerer Robe (altered),Lighter version of the Errant Sorcerer Robe.,Chest Armor,32,21,0,64,0,4.1
17f6947679al0i0np87exprtde60f,Exile Armor,Damaged armor draped with a large deep-red cloth. Worn by soldiers sent to the penal colonies.,Chest Armor,28,55,21,18,14,9.2
17f69a09a71l0i0oarrl7u2hkrar9p,Exile Gauntlets,Damaged iron gauntlets. Worn by soldiers sent to the penal colonies.,Gauntlets,8,17,6,4,3,2.9
17f699f6cc4l0i0pje4benasznz9h,Exile Greaves,Damaged iron greaves. Worn by soldiers sent to the penal colonies.,Leg Armor,17,34,13,11,8,5.7
17f69906ec7l0i0ov1phhpwvgvqev6,Exile Hood,"Deep red hood that covers the whole head. Worn by soldiers sent to the penal colonies, who were required to keep their faces hidden.",Helm,12,23,9,8,4,4
17f69b81b0fl0i0nox6k1sywembhx8,Eye Surcoat,Brown surcoat draped over chainmail.,Chest Armor,25,55,21,18,15,9.2
17f69745003l0i0np2q18wxhgem49z,Fell Omen Cloak,"A cloak of ragged fur worn about the exposed body of Margit, the Fell Omen.",Chest Armor,42,25,71,83,2,5.1
17f69b9d0d3l0i0np1ewinq79w2phd,Festive Garb,"Ceremonial garb worn by dancers at the festivities in Dominula, the village of windmills. Faintly bloodstained.",Chest Armor,42,21,0,67,0,4.1
17f692d489al0i0np20nfmvw8ku9t,Festive Garb (altered),Lighter version of the  Festive Garb.,Chest Armor,34,16,0,57,0,3.2
17f69855a34l0i0ovty8rhwq2rl4i,Festive Hood,"Hood worn by dancers at the festivities in Dominula, the village of windmills. Decorated with many-colored flowers.",Helm,18,9,0,29,0,1.7
17f692d0fbcl0i0ovsczesu9l4suj,Festive Hood (altered),Lighter version of the Festive Hood,Helm,13,4,0,23,0,1
17f6969f632l0i0ovwwo0wtpuzvocq,Fia's Hood,"Hood of black cloth that covers the whole head. Worn by Fia, the Deathbed Companion, on her journey after being exiled from her home.",Helm,18,8,29,45,0,1.7
17f69bcba02l0i0np2hg16z35gtvl,Fia's Robe,"Robe of black cloth that covers the entire body. Worn by Fia, the Deathbed Companion, on her journey after being exiled from her home.",Chest Armor,46,21,76,108,2,5.1
17f69516885l0i0ovv0vucbn8q9u5o,Finger Maiden Fillet,"Fillet worn by maidens who serve the Two Fingers. The maidens live to serve a chosen Tarnished, sharing their guidance and the wisdom of the Two Fingers. The guidance of grace would ensure that the pair be brought together. Or at least, such was the promise long ago.",Helm,18,10,31,31,1,2.2
17f69a076eel0i0npawdixarnezf9r,Finger Maiden Robe,"Robe worn by maidens who serve the Two Fingers. The maidens live to serve a chosen Tarnished, sharing their guidance and the wisdom of the Two Fingers.",Chest Armor,38,21,63,63,2,4.1
17f697bc348l0i0npao8lh55tj2dwt,Finger Maiden Robe (altered),Lighter version of the Finger Maiden Robe.,Chest Armor,32,16,0,54,0,3.7
17f69a90f49l0i0pjdktrpgmf8dtki,Finger Maiden Shoes,"Shoes worn by maidens who serve the Two Fingers. The maidens live to serve a chosen Tarnished, sharing their guidance and the wisdom of the Two Fingers. The guidance of grace would ensure that the pair be brought together. Or at least, such was the promise long ago.",Leg Armor,24,13,39,39,1,2.5
17f69b6df92l0i0npbev39ka5gaueh,Fingerprint Armor,"Iron armor singed and blistered by fingers. Worn by Vyke, knight of the Roundtable Hold. No other Tarnished was closer to the throne of the Elden Lord than Vyke. But without announcement, Vyke traveled far below the capital, and was scorched by the flame of frenzy. Did he make his choice for his maiden, or did some other force lure him with suggestion?",Chest Armor,32,60,11,23,19,10.6
17f692e48a9l0i0nq4invtcj4xoxg,Fingerprint Armor (altered),Lighter version of the Fingerprint Armor.,Chest Armor,29,54,0,21,0,10
17f695372c3l0i0oarsspg4ejbh4x,Fingerprint Gauntlets,"Iron gauntlets singed and blistered by fingers. Worn by Vyke, knight of the Roundtable Hold. No other Tarnished was closer to the throne of the Elden Lord than Vyke. But without announcement, Vyke traveled far below the capital, and was scorched by the flame of frenzy. Did he make his choice for his maiden, or did some other force lure him with suggestion?",Gauntlets,11,20,0,8,0,3.5
17f69508987l0i0pjd92xk2a5xm7lm,Fingerprint Greaves,"Iron greaves singed and blistered by fingers. Worn by Vyke, knight of the Roundtable Hold. No other Tarnished was closer to the throne of the Elden Lord than Vyke. But without announcement, Vyke traveled far below the capital, and was scorched by the flame of frenzy. Did he make his choice for his maiden, or did some other force lure him with suggestion?",Leg Armor,20,37,0,14,0,6.6
17f697dbdecl0i0ovxiltdyjytpbt9,Fingerprint Helm,"Iron helm singed and blistered by fingers. Worn by Vyke, knight of the Roundtable Hold. No other Tarnished was closer to the throne of the Elden Lord than Vyke. But without announcement, Vyke traveled far below the capital, and was scorched by the flame of frenzy. Did he make his choice for his maiden, or did some other force lure him with suggestion?",Helm,14,26,5,10,6,4.6
17f69708cd7l0i0nqs88hzvrpj80p7,Fire Monk Armor,Black iron armor adorned with a red cloth. Attire of the Fire Monks.,Chest Armor,32,55,24,24,16,11.8
17f6994bd42l0i0oap9tgxmdz4rsmd,Fire Monk Gauntlets,Black iron gauntlets featuring a flame motif. Attire of the Fire Monks.,Gauntlets,11,18,8,8,4,3.9
17f697daf0dl0i0pjmfakgpsp5901d,Fire Monk Greaves,Black iron greaves featuring a flame motif. Attire of the Fire Monks.,Leg Armor,11,18,8,8,4,3.9
17f697cb110l0i0ovwk6xur5qnwbhk,Fire Monk Hood,Mail hood of iron links covering a headband engraved with flames. Attire of the Fire Monks.,Helm,11,20,9,9,4,4
17f698fce7fl0i0nqodwfje5g7qdem,Fire Prelate Armor,"Black iron armor adorned with a red cloth. Attire of the Fire Prelates, commanders of the Fire Monks.",Chest Armor,67,63,90,50,40,24.7
17f6983f317l0i0nqr76b932gq1eoj,Fire Prelate Armor (altered),Lighter version of the Fire Prelate Armor.,Chest Armor,50,75,0,32,0,17.5
17f69adc730l0i0oayoby83p8xiwnl,Fire Prelate Gauntlets,"Black iron gauntlets with the appearance of flames. Attire of the Fire Prelates, commanders of the Fire Monks.",Gauntlets,22,21,30,17,9,8.2
17f69622f6cl0i0pjc05js9m9o7wja,Fire Prelate Greaves,"Black iron greaves with the appearance of flames. Attire of the Fire Prelates, commanders of the Fire Monks.",Leg Armor,41,39,56,31,24,15.3
17f69337d12l0i0ovwtctjd032p2zn,Fire Prelate Helm,"Helm engraved with a sacred countenance and housing a cauldron. Attire of the Fire Prelates, commanders of the Fire Monks.",Helm,29,27,39,22,13,10.6
17f69877054l0i0ow67dzczoccaehw,Foot Soldier Cap,Flanged iron cap widely issued to foot soldiers in a lord's army.,Helm,27,18,23,23,2,3.6
17f69a12d9cl0i0oarplwe9hm6wjv,Foot Soldier Gauntlets,Metal gauntlets covered in nicks and dents. Widely issued to foot soldiers in a lord's army.,Gauntlets,20,13,17,17,1,2.6
17f695faf97l0i0pjg6918xct5zqg,Foot Soldier Greaves,Metal Graves that have already been mended countless times. Widely issued to foot soldiers in a lord's army.,Leg Armor,39,26,34,34,4,5.1
17f6998676al0i0ow7occadh7p6bhd,Foot Soldier Helm,Wholly unembellished iron helm. Widely issued to foot soldiers in a lord's army.,Helm,27,18,23,23,2,3.6
17f69bb7818l0i0ox811gnrl6ersvo,Foot Soldier Helmet,Helmet with a protective metal plate. Widely issued to foot soldiers in lord's army.,Helm,20,13,17,17,1,2.6
17f693c5636l0i0nqs80ibau41zw46,Foot Soldier Tabard,Padded cloth armor with more than a few stains. Widely issued to foot soldiers in a lord's army.,Chest Armor,63,42,0,55,0,8.3
17f699f81a1l0i0pjcgq6p492zwoh,Fur Leggings,"Leggings fashioned from bristly pelts. Worn by ancestral follower warriors. The ancestral followers keep their distance from the Erdtree, awaiting new buds. They are certain to sprout from their very flesh, and indeed, their souls.",Leg Armor,39,26,34,24,1,3.1
17f69aaaa13l0i0nqk3jcpdpwb00yg,Fur Raiment,"Raiment fashioned from a bristly pelt. Worn by ancestral follower warriors. The ancestral followers keep their distance from the Erdtree, awaiting new buds. They are certain to sprout from their very flesh, and indeed, their souls.",Chest Armor,63,42,55,38,1,5.1
17f695e41e2l0i0nqlnzqhrds6de4,Gelmir Knight Armor,Armor worn by knights once royal to Praector Rykard.,Chest Armor,35,55,24,23,19,11.8
17f69ac51bfl0i0nqnn5hwqbyhej9f,Gelmir Knight Armor (altered),Lighter version of the Gelmir Knight Armor.,Chest Armor,32,50,0,21,0,10.8
17f696b459bl0i0oarls7aeninpc4m,Gelmir Knight Gauntlets,Gauntlets worn by knights once loyal to Praetor Rykard. Time has yet to dull their luster.,Gauntlets,12,18,8,8,4,3.9
17f6994cf13l0i0pjgx7fo0ts37s86,Gelmir Knight Greaves,Greaves worn by knights once loyal to Praetor Rykard. Time has yet to dull their luster.,Leg Armor,22,34,15,14,11,7.3
17f69669d03l0i0owwfzx2m5d017fj,Gelmir Knight Helm,Helm worn by knights once loyal to Praetor Rykard. Its crest of red feathers symbolizes Rykard's pedigree as Lord Radagon's son.,Helm,15,23,10,10,6,5.1
17f6958bc93l0i0owvn6kwrjrr5z6t,Gilded Foot Soldier Cap,Flanged cap made from gilded iron. Issued to foot soldiers protecting the royal capital of Leyndell.,Helm,27,18,0,23,0,3.6
17f697b1119l0i0owym1alieezqf6o,Glintstone Scarab,Blue-green scarab worn directly on the head. These scarabs roll clumps of sorcery during their labors.,Helm,42,22,27,26,2,5.1
17f697838dbl0i0nqpyyrpkl1polw,Godksin Noble Robe,"Robe made by sewing together patches of smooth skin. Subcutaneous fat makes it plump and soft. Worn by Godskin Nobles known for their seven-face aprons. Strengthens the Noble Presence incantation. Nobles are the most ancient apostles who are said to have assimilated inhuman physiology. Not unlike the crucible, the Erdtree in its primordial form.",Chest Armor,46,25,76,83,5,6.3
17f69ad1925l0i0nqpxhwptd5dkycf,Godrick Knight Armor,Armor worn by knights loyal to Godrick The Grafted.,Chest Armor,35,57,24,24,19,11.8
17f6975d8a6l0i0nr44oj398jnk4qd,Godrick Knight Armor (altered),Lighter version of the Godric Knight Armor.,Chest Armor,32,52,0,21,0,10.8
17f69655c81l0i0oarbwusjaln8dq9,Godrick Knight Gauntlets,Gauntlets worn by knights loyal to Godrick the Grafted. Time has yet to dull their luster.,Gauntlets,12,19,8,8,4,3.9
17f697afca0l0i0pjke1nw6n59j3iy,Godrick Knight Greaves,Greaves worn by knights loyal to Godrick the Grafted. Time has yet to dull their luster.,Leg Armor,22,35,15,15,11,7.3
17f69bf3d3el0i0ox130u36g1qnq5dk,Godrick Knight Helm,Gauntlets worn by knights loyal to Godrick the Grafted.,Helm,15,24,10,10,6,5.1
17f69932fbdl0i0oaxc7lwu7prd3kd,Godrick Soldier Gauntlets,Gauntlets worn by soldiers loyal to Godrick the Grafted. Rust-worn and stained through unending conflict.,Gauntlets,11,18,8,8,4,3.5
17f69403682l0i0pjpag5hfhptfu1v,Godrick Soldier Greaves,Greaves worn by soldiers loyal to Godrick the Grafted. Rust-worn and stained through unending conflict.,Leg Armor,20,34,14,14,10,6.6
17f699c6f57l0i0ox8b667wvx9611w,Godrick Soldier Helm,"Helm worn by soldiers loyal to Godrick the Grafted. Made from durable iron, layered with a chainmail coif beneath.",Helm,12,22,9,9,5,4
17f69552966l0i0oazfa77xdvanncu,Godskin Apostle Bracelets,Black bracelets of the Godskin Apostles.,Gauntlets,17,8,28,25,1,2.1
17f6989b8a1l0i0oxc717li12uf4am,Godskin Apostle Hood,Hood made by seweing together patches of smooth skin. Worn by the Godskin Apostles.,Helm,20,10,33,31,1,2.2
17f69587918l0i0nrw5hhe7jpirj1l,Godskin Apostle Robe,Robe made by sewing together patches of smooth skin.,Chest Armor,42,21,67,63,2,4.1
17f695cd952l0i0pkshargec6vkeul,Godskin Apostle Trousers,Trousers made by seweing together patches of smooth skin.,Leg Armor,26,13,41,39,1,2.5
17f6945fca2l0i0ocbqlthlf2ve9ng,Godskin Noble Bracelets,"Black bracelets of the Godskin Nobles. Nobles are the most ancient apostles who are said to have assimilated inhuman physiology. Not unlike the crucible, the Erdtree in its primordial form.",Gauntlets,14,8,0,25,0,1.7
17f693dd5c8l0i0ox5zges4e525q55,Godskin Noble Hood,"Hood made by sewing together patches of smooth skin. Subcutaneous fat makes it plump and soft. Worn by Godskin Nobles. Nobles are the most ancient apostles who are said to have assimilated inhuman physiology. Not unilke the crucible, the Erdtree in its primordial form.",Helm,16,10,27,29,1,1.7
17f693efe45l0i0pksskfqwqpkblip,Godskin Noble Trousers,"Trousers made by sewing together patches of smooth skin. Subcutaneous fat makes them plump and soft. Worn by Godskin Nobles. Nobles are the most ancient apostles who are said to have assimilated inhuman physiology. Not unlike the crucible, the Erdtree in its primordial form.",Leg Armor,24,14,0,41,0,2.5
17f6978cc9el0i0ochs0lykeqg1oay9,Gold Bracelets,Bracelets made in the image of Erdtree branches. Minimal adornments made my Lord Goldmask's disciples. Those disciples have long since left him.,Gauntlets,13,4,0,20,0,0.8
17f695a1a38l0i0pkr8gy43eps1rb8,Gold Waistwrap,Waistwrap made in the image of Erdtree branches. A minimal adornment made by Lord Goldmask's disciples. Those disciples have long since left him.,Leg Armor,35,15,0,56,0,4.4
17f695058d7l0i0ocivy48k7k9l11k,Golden Prosthetic,Golden prosthetic forged using ancient techniques,Gauntlets,15,8,0,25,0,2.8
17f69843734l0i0nrk3pzlcqfpqsj,Goldmask's Rags,Worn rags that just barely cover the body. Lord Goldmask felt no draw to the vain excess of clothing; what use is finery to one who seeks greater brilliance?,Chest Armor,38,11,0,60,0,2.4
17f69c042bal0i0ox26ulvxoxd05a,Grass Hair Ornament,A headdress made from wildflowers. Wearing this might make you less easy to spot.,Helm,16,9,0,27,0,1.4
17f6936f1b2l0i0nrszrfarx7jjsn,Gravekeeper Cloak,"Defensive wear encircled by bronze snakes. Worn by gladiators who were driven from the colosseum. The wearer becomes a slightly easier target for foes. The snake is viewed as a traitor to the Erdtree, and the audience delighted in seeing these bronze effigies beaten and battered.",Chest Armor,63,25,0,42,0,6.3
17f69543723l0i0nrzqwqnk37jx86q,Gravekeeper Cloak (altered),Lighter version of the Gravekeeper Cloak.,Chest Armor,54,22,0,34,0,5.1
17f697b44f0l0i0oxxa6eb4f0fh3e8,Great Horned Headband,Headband decorated by a pair of great horns.,Helm,33,23,27,22,1,3.3
17f6987f927l0i0oye2h2pzlit333,Greathelm,"Sturdy greathelm made from iron. Though it is uncomfortably heavy and obstructs the vision of the wearer, it provides considerable damage negation.",Helm,16,29,11,11,7,5.9
17f696ec6cfl0i0oyb7po568qq8re,Greathood,"Hood far larger than the head it is meant to cover. A burial shroud of sorts for those who discover, at long last, the truth they sought.",Helm,33,20,47,47,2,5.1
17f69a01c9cl0i0oci9vixulbuoexe,Guardian Bracers,Engraved golden bracers. Worn by the guardians of the Minor Erdtree.,Gauntlets,25,17,20,19,1,2.9
17f69816a34l0i0ns0d76sqqs8yds9,Guardian Garb,Engraved golden garb. Worn by guardians of the Minor Erdtree.,Chest Armor,61,38,50,42,4,7.7
17f69862c2dl0i0ns8mbesz9lp03d,Guardian Garb (full Bloom),"Engraved golden garb. Worn by the guardians of the Minor Erdtrees. Raises the HP recovery effects of the Flask of Crimson Tears, but greatly lowers fire damage negation. It is said that the blood-red flowers blooming on their backs mark the senescence of their ancient pact. Perhaps the guardians are part tree already",Chest Armor,71,46,0,55,0,8.8
17f692da083l0i0pkub9op7ur2bu7,Guardian Greaves,Engraved golden greaves. Worn by the guardians of the Minor Erdtrees.,Leg Armor,47,31,37,35,3,5.5
17f6964de0cl0i0oyda806rdkrbx5w,Guardian Mask,Engraved golden mask.,Helm,33,22,26,24,2,3.8
